pdb_id,score
2RLG,0.8708003361618942
2RLH,0.8708003361618942
2LQ2,0.8702666028640655
1DJF,0.8688607847875105
1DN3,0.8688607847875105
1DNG,0.8688607847875105
1FOZ,0.8681103341335095
1CIX,0.8674306571268503
7ALD,0.8668796829892307
6POR,0.8667399028806254
1E0Q,0.8652673196519798
8S9Y,0.8643067462630265
1VTP,0.8638571051612781
6IMG,0.8634890563338407
6IMH,0.8634890563338407
1B1V,0.8620721610177198
1B5N,0.8620721610177198
1G89,0.8619887153531317
2LQ0,0.8604662629953908
2LQ1,0.8604662629953908
2MIX,0.8603866103155566
1BXP,0.8598172746835594
2LAQ,0.8595729719837215
2LIY,0.8591769929958227
2NMB,0.8587589026308918
1GJE,0.8581800414349102
5YKQ,0.8575517421308282
1B03,0.8573830405134736
6WQJ,0.8573224389616083
2MR7,0.8566188833918387
2MR8,0.8566188833918387
1MXQ,0.8565013008644644
2M55,0.8548609642646527
1XKM,0.8542801634741948
1QG1,0.8542594313643461
1QXQ,0.8528920172584256
6CGW,0.8520260098757254
2JNR,0.8518454551810146
1PMX,0.8518405415416741
2BTX,0.8499221101960345
5VFW,0.8497643565119471
2MJ1,0.8496162576981428
1ZFU,0.849508761062046
2RRH,0.8487698186686055
2DX2,0.8484740089598921
1G8C,0.8476033896525479
2LB7,0.8475093408714883
2LWA,0.8470495276742632
6AK0,0.8458868485408603
1XV4,0.8451952753547454
1XV7,0.8451952753547454
1ABT,0.844963299855358
5VAV,0.8446482666102777
2MFS,0.8443620686697476
1Q5L,0.8443351298575743
1QX9,0.8439689344204142
1H3H,0.8435832999363899
2L6S,0.8423453645372994
2L6T,0.8423453645372994
1DEF,0.8419042576512475
2LCS,0.8407745516239449
1BCV,0.8405839110379564
6WQL,0.8402408614282157
1IN2,0.8394566618303237
1IN3,0.8394566618303237
2RRI,0.8389695650041297
7OB2,0.8388283194241422
1U62,0.8382980342942716
7W8K,0.8382908362436589
7W8O,0.8382908362436589
7W8R,0.8382908362436589
7W8T,0.8382908362436589
7W8Z,0.8382908362436589
7W96,0.8382908362436589
7WE3,0.8382908362436589
7WEI,0.8382908362436589
6WPB,0.8376849931334045
6WPD,0.8376849931334045
2MUJ,0.8364236532942978
7VQI,0.8354206674394586
7WKF,0.8329949674850692
5W96,0.832675968846837
2M3N,0.8326319185011711
1KAT,0.8325430419720486
1B8Q,0.8317437997414391
2G9P,0.83169259444726
1LCX,0.8313685097612894
2KYA,0.8304709947438714
2LXZ,0.8298884698694342
1HR1,0.8295642989792646
1WXN,0.8295044732651901
1QBF,0.8293147809253899
1EQX,0.8290472030918343
7VQH,0.8290472030918343
1X22,0.8287699703879957
2L8X,0.8273117401584761
1MYU,0.826670337816153
2LHI,0.823588322193021
1LB0,0.823210015065908
5YKL,0.8231816969865512
1ABZ,0.8228430868930567
5M9U,0.8219209174747376
1BQF,0.8218234205257198
1FCT,0.8215054563378749
1TCP,0.8207162999985431
2RLJ,0.8202651072212137
2MP9,0.819445175982855
6NU4,0.8177228591898374
2MTM,0.8175190293614087
1GJF,0.8169127983322592
1GJG,0.8169127983322592
1T51,0.8162176476718874
1T52,0.8162176476718874
1T54,0.8162176476718874
1T55,0.8162176476718874
2DCI,0.8159280877675983
2EQH,0.8159208466148862
2EQQ,0.8159208466148862
1ANP,0.8142621916227966
1HAA,0.8134229075417726
1HAJ,0.8134229075417726
1HV2,0.8110997905841396
1GBR,0.8110111726676139
1DKC,0.8104687327456909
1QNZ,0.8102775749345085
2NB5,0.8094710915511868
2NB6,0.8094710915511868
1PP5,0.8084956910400132
2EQT,0.8084327188726768
1CFF,0.8083706518494291
2KBC,0.8061160672299651
2N1C,0.8060896887450849
2AIN,0.8050485144301088
1BM4,0.8041200090031666
1HZ3,0.8028871596518143
2N0I,0.8021323987878656
1MW4,0.8017261183981915
1P9Z,0.8015891399260523
2MU9,0.7997020007046332
2AMN,0.7996878632160046
1M25,0.7996623898752134
1BXL,0.7954200657341498
1BFZ,0.7952027018464854
6BUC,0.7945380674725437
6U6G,0.7939994636374741
2N5C,0.7916667349116575
2BBP,0.7916014352309493
7MY8,0.7892547414249019
1D5G,0.78904789444951
8TFV,0.7869613218138088
6R28,0.7869376156590963
6CFA,0.7868243433416695
6O3Q,0.7860183771835416
1IYC,0.7856019678004904
2O0S,0.78504776100541
6CL3,0.7831074337932357
1J8Z,0.7827274456842429
1QWP,0.7827152046879913
2JQ2,0.7827152046879913
1QKY,0.7824106021509845
2N68,0.782403705815068
7LCW,0.7810122838397385
1PAJ,0.7797996924751407
1PAK,0.7797996924751407
2MG5,0.7797996924751407
2LMA,0.7793514737426752
1AOU,0.7788818763688689
1JGN,0.7787268381170486
1JH4,0.7787268381170486
5LAH,0.7773320541779598
2MFM,0.7763391111122989
2MFO,0.7763391111122989
1J4K,0.7755324553205792
1J4L,0.7755324553205792
1K2M,0.7755324553205792
1K2N,0.7755324553205792
6M56,0.7749632489948807
7B3J,0.7749257501683353
2K10,0.7730986952735877
1AOT,0.7729745181249932
1I5H,0.7718571392981409
1N6T,0.7707833797959598
2MW3,0.7704587347826961
1IM7,0.7704466661948425
1J8N,0.7704466661948425
1BMX,0.7697500500630886
7M25,0.7684534527066093
7M27,0.7684534527066093
7M28,0.7684534527066093
7M29,0.7684534527066093
7M2A,0.7684534527066093
7M2B,0.7684534527066093
7M2C,0.7684534527066093
8B1L,0.7677182170937238
7B3K,0.7677044244218909
7DAB,0.7674876208615197
2BBL,0.7669329830454444
2YSZ,0.7664095511493908
2YT0,0.7664095511493908
2YT1,0.7664095511493908
6TRP,0.7660593896932363
1MM0,0.7650000262922807
7D37,0.7649530881059499
1AFT,0.7642369467231327
7R6P,0.7635519681582379
1ZUB,0.7627533724591206
2ROZ,0.7626938053576426
2L2R,0.7612432473018301
2N08,0.7608652418894134
2DCV,0.7608201139912605
2DCW,0.7608201139912605
7F32,0.7606270165856017
1MDI,0.7596901924534604
1DNY,0.7580308478277792
2K98,0.7579774443265267
1CQG,0.7577782264227422
1CQH,0.7577782264227422
1KVG,0.7570391547230031
1FI0,0.7569313563722101
1J4P,0.7568854957383662
1J4Q,0.7568854957383662
1K3N,0.7568854957383662
1K3Q,0.7568854957383662
2L6E,0.7555004959758587
6BE7,0.7554927375979528
6BE9,0.7554927375979528
6BEN,0.7554927375979528
6BEO,0.7554927375979528
6BEQ,0.7554927375979528
6BER,0.7554927375979528
6BES,0.7554927375979528
6BET,0.7554927375979528
6BEU,0.7554927375979528
6BEW,0.7554927375979528
6BF3,0.7554927375979528
6BF5,0.7554927375979528
2NC7,0.7548556885676768
2G9L,0.753999723974155
1QYT,0.7537979199444017
1JMQ,0.7524291265712978
1NCP,0.7518819023163328
1FU5,0.7515086812369578
2JX6,0.7510760654645031
2N09,0.7485844192979134
2M8F,0.7475688476300267
2K9B,0.7473603196727551
1RU5,0.7460149307396674
2JP5,0.7453062029179603
5T4R,0.7438837905331066
2N0O,0.7438474123611477
1KVF,0.7436631508858818
2OTK,0.7427299473300966
2L5R,0.7390296751920609
2JR3,0.738210993914587
1UAO,0.7380546625997825
2XL1,0.7377355777573512
2GBQ,0.7369500419943755
4GBQ,0.7369500419943755
2FQ5,0.7360721384322197
2FQ8,0.7360721384322197
1OG7,0.735915332994321
1OHN,0.735915332994321
6SZF,0.7356820213298497
1Q2F,0.7351601842114768
1Q2I,0.7351601842114768
1GBQ,0.7349252777693249
3GBQ,0.7349252777693249
1M02,0.7342472386424459
1ZFO,0.7341379748202707
1IDG,0.7328243090323984
1IDH,0.7328243090323984
1QXC,0.7325050086794699
6IHA,0.7305417511503736
1MDJ,0.7302675786955977
1MDK,0.7302675786955977
1G04,0.7298547467868032
2L4K,0.7289875325453177
2LP8,0.7289105952977506
2JSX,0.7273910307806748
6HZ2,0.7273910307806748
2L3H,0.7248491275660942
2N6U,0.7248036117490462
2N6V,0.7248036117490462
6CT4,0.7246241346068223
2L4T,0.7242055701187973
7LI2,0.7242055701187973
7LIF,0.7242055701187973
2BTA,0.7239502332814931
2BTB,0.7239502332814931
2M37,0.7229328944275278
1XOO,0.7220893863407551
1XOP,0.7220893863407551
8EB1,0.7216203061921423
2L24,0.7213041522924757
2LIF,0.7212531625087939
1CFG,0.7196344200608206
2L3I,0.7196126535005845
2N24,0.7193139559512061
5NWU,0.7184401470885007
6CXN,0.7182178695614956
1JU8,0.7181464062805621
2KNH,0.716825628646276
2M36,0.7155407550608545
6AWK,0.7151522758382647
6AWM,0.7151522758382647
6AXI,0.7151522758382647
2MUB,0.7148315962181528
1BA4,0.7148307772782628
1LXG,0.7145444931335339
5NVP,0.7139083492473469
5NWV,0.7139083492473469
5NWW,0.7139083492473469
6PI2,0.7135458174886423
6PI3,0.7135458174886423
2VDA,0.7134167267007075
2E2S,0.7131673810552308
2JOS,0.7131141068602768
5WYE,0.7131141068602768
1TMZ,0.7122361170939219
1Z0Q,0.7112323122991927
2LX6,0.7108296524858748
2LSW,0.7101975170949393
1PSB,0.709918431000823
7BZA,0.7096661975146812
1RUU,0.7083194293144103
1LXH,0.7076472520730601
2M8O,0.707445103226511
5ZYX,0.7069485670405314
2LOZ,0.7052480599098494
2JUI,0.7043590791081279
2RLW,0.7043590791081279
1KZV,0.7038341817406921
2M9R,0.7016530430987375
2M9S,0.7016530430987375
2M2G,0.7015859762319507
2M2H,0.7015859762319507
2M2S,0.7015859762319507
2M2X,0.7015859762319507
2M2Y,0.7015859762319507
6XN9,0.7011831440102348
1X5V,0.6990207978836525
1CB3,0.6987258502169286
1KZS,0.6979268665989159
7OLG,0.6978682908457262
7V5E,0.6978682908457262
1Y32,0.6966010460189911
8AHK,0.6966010460189911
1BNB,0.6962782543960047
2M8M,0.6962782543960047
6B9K,0.6962362729511137
2NA5,0.6959738673694953
2KGU,0.6956246110574298
6NW8,0.6952069948155933
7CU6,0.6946532190415076
1YTR,0.6932009800038154
2DDE,0.6922115282082121
6C41,0.6918336952041932
1I8G,0.691553617761789
7OVZ,0.6904801168722048
2N8D,0.6898289303533002
6AZF,0.6897834576383515
6AZG,0.6897834576383515
2M1J,0.6891363227167977
1EES,0.6881305352254925
1KZT,0.6873202157553173
1RPB,0.687281811784683
1RPC,0.687281811784683
5ZVF,0.6869050994352505
5ZVN,0.6869050994352505
7P4X,0.6869050994352505
2KNJ,0.6868779451125797
2MGO,0.6866748049177427
2RU2,0.6866748049177427
1ZSG,0.6866639431886743
2A2B,0.6866355820072182
2FBS,0.6864865780493249
1LB7,0.685374199066012
1RG3,0.6853172180905029
5KI0,0.6853172180905029
2MGT,0.6851923944104162
2GDW,0.6849490184057171
2GDX,0.6849490184057171
2GDY,0.6849490184057171
7MLL,0.6849224028592898
1BOM,0.6846194813041626
1BON,0.6846194813041626
1S7P,0.6843811266940526
1I8H,0.6840654038153806
6GDZ,0.6839716998511167
6GE2,0.6839716998511167
2DCO,0.6838421349400877
2N8E,0.6838421349400877
1Z64,0.6835147744945568
1JZP,0.6834243462898532
2PLD,0.6824589885678578
2PLE,0.6824589885678578
1KFP,0.6821525326405734
6WPO,0.6820448420450291
3BTB,0.6813503163650999
6M19,0.6812772583064858
7BZ7,0.6812772583064858
7BZ8,0.6812772583064858
7BZ9,0.6812772583064858
1DU1,0.6809733885051701
6BVU,0.6803768985505022
6BVW,0.6803768985505022
6BVX,0.6803768985505022
6BVY,0.6803768985505022
2KA1,0.6802460836785884
1D6B,0.6802278945926089
2N2F,0.6795698979419869
1BFW,0.6790673705641798
5AHT,0.6784269164680451
2L0L,0.6781427443261905
2L0M,0.6781427443261905
2L0N,0.6781427443261905
2L0O,0.6781427443261905
2P5H,0.6775394442398053
2P5J,0.6775394442398053
2NAV,0.6762621135217923
2NAW,0.6762621135217923
1RG4,0.6755168997728778
1SOL,0.6751537861358304
1DUM,0.6750010322952824
1S4Z,0.6750010322952824
5LFF,0.6748241843811267
5LFH,0.6748241843811267
5LM0,0.6748241843811267
2K4U,0.6747060846285586
5I22,0.6736296958983095
2N0V,0.6727117073836396
1Q3J,0.6726387786313239
1RPV,0.6722821518602479
5J6T,0.6722623248944882
5J6V,0.6722623248944882
5J6W,0.6722623248944882
2LXO,0.6715337701070216
1RY3,0.6706476340438657
1ZE7,0.6705644469918743
1ZE9,0.6705644469918743
2BP4,0.6705644469918743
2JNI,0.6692996158827099
2N6O,0.6687667446268708
2MTQ,0.6680924553826463
5TJ1,0.6678567300006043
6B5W,0.6678567300006043
2MW6,0.6667016799388088
5T56,0.6666456472094883
1FRY,0.6665786665469003
1NLO,0.6658498962489363
1NLP,0.6658498962489363
1GM2,0.6650021210543153
2KA9,0.6647066992644972
2O8Z,0.6643269697681012
1BA6,0.6637482809805176
1FW5,0.66374560865035
2KEG,0.6632538136953128
2KEH,0.6632538136953128
2KHF,0.6632538136953128
2KHG,0.6632538136953128
7PLL,0.6623169033589724
1DFY,0.6622959341875767
1DFZ,0.6622959341875767
1BY6,0.6573652910689088
6CXQ,0.6572219765881464
2NDL,0.6559130520312166
2NDM,0.6559130520312166
2NDN,0.6559130520312166
1J4M,0.6550193299985526
1K43,0.6550193299985526
6UX5,0.6549446340601582
2LCM,0.6546745994069324
6G4I,0.6541440987665644
6G4K,0.6541440987665644
6G4U,0.6541440987665644
1DG0,0.6541374179411454
1JAU,0.6535799353865047
1EIG,0.653307745628305
1EIH,0.653307745628305
2RPN,0.6532187828949836
2L9X,0.6512597493716361
2LA0,0.6512597493716361
7JGY,0.6512597493716361
2N65,0.6510239377853952
1KDL,0.6505428321510284
2MHW,0.6505428321510284
2L36,0.6505268843742218
1N09,0.6503145634321961
2K38,0.6499324202182294
2MAG,0.6493637311177245
2DX3,0.6491171009045148
2DX4,0.6491171009045148
6CXP,0.6482988937501353
6CXR,0.6482988937501353
1JAV,0.648089503750874
2LU6,0.6477546004379346
2E2F,0.6472218584883939
6KLM,0.6472218584883939
6OQP,0.6472218584883939
2OTQ,0.6463561959224897
2PDZ,0.6461950371725437
2K1V,0.6458373759510802
1FYJ,0.6457550509410783
2LDA,0.6452301535736426
2LDC,0.6452301535736426
2LDD,0.6452301535736426
5NZ9,0.645122893999093
1UYA,0.6449009397378341
1UYB,0.6449009397378341
6O8J,0.6448499930562518
6O8P,0.6448499930562518
6O8R,0.6448499930562518
6O8S,0.6448499930562518
6O8T,0.6448499930562518
2OQS,0.644703661428526
2KTO,0.644599742266686
2N5R,0.644548192155711
1RGR,0.644500607437888
1LVZ,0.6440500180899511
7M67,0.6440500180899511
7M73,0.6440500180899511
7M77,0.6440500180899511
7M79,0.6440500180899511
6IJQ,0.6436231779988264
1K4U,0.64359072211792
2LER,0.6435180950803006
7QLF,0.6432534912916087
1G3F,0.6432428450730378
2L63,0.643234009142645
2L64,0.643234009142645
2D2P,0.6426816988399414
6HNE,0.6426816988399414
6HNG,0.6426816988399414
6HNH,0.6426816988399414
6UXS,0.6426816988399414
1NIZ,0.6424526542833185
1NJ0,0.6424526542833185
7JGX,0.6423367311867741
7OJ9,0.6423367311867741
1QLY,0.6414937618762447
1I8X,0.6406517192608542
1I8Y,0.6406517192608542
1MA2,0.6406499305237259
1FU6,0.6405425847449774
8B9Q,0.640488922631128
8B9R,0.640488922631128
2M9L,0.6398815062942428
1D7T,0.6397472648054203
2H8B,0.638915178775009
1WGU,0.6388028116016714
2KA2,0.6381943392633489
1WLP,0.6367570135520759
1FME,0.6357893714188082
5UG3,0.6349319413539042
5UG5,0.6349319413539042
5TTB,0.6345237644718532
7ELY,0.6341782149403429
7JHF,0.6341782149403429
2BUG,0.6337162897402435
2AJW,0.6336454945418518
2AK0,0.6336454945418518
1ODP,0.6327336480763577
1ODQ,0.6327336480763577
1ODR,0.6327336480763577
6KMY,0.6317016114064706
6K4W,0.631330847146766
2L7L,0.6290107473360963
1L4W,0.6286978476449401
1LJZ,0.6286978476449401
1M4P,0.6286978476449401
1M4Q,0.6286978476449401
2PCO,0.6279765555612354
2B0Y,0.626289108366695
1VM5,0.6262787638628206
5LFY,0.6262409202194794
1ZUE,0.6249891059443571
1ZUF,0.6249891059443571
1ILP,0.6247583804058545
1M4E,0.6232247215022495
1M4F,0.6232247215022495
2L11,0.6229546437469241
2NZZ,0.6229546437469241
2O00,0.6229546437469241
2M0W,0.6220676887438782
2B19,0.6208878549748831
1NYF,0.6203465788096458
1NYG,0.6203465788096458
2LSR,0.6199312900811811
7RY6,0.6194649684669351
2HLG,0.6191672622658446
2JQW,0.6191672622658446
2KMN,0.6191672622658446
5ZV6,0.6191672622658446
7ZRF,0.6191672622658446
8BOO,0.6191672622658446
8BVZ,0.6191672622658446
1SUY,0.6188764092985711
1SV1,0.6188764092985711
1PIC,0.6187643869420294
2NBL,0.6184753873650334
6NM2,0.6179025173608791
4B2U,0.6170217259580584
4B2V,0.6170217259580584
2MUD,0.6169558659500569
2K6O,0.6169108242561031
8CWX,0.6168141893490747
1J4O,0.616661909631621
1K3J,0.616661909631621
2JSB,0.6157140513620134
2N30,0.6156558204256194
1N7T,0.6154818603521287
2MW7,0.6154664729026151
1J9V,0.614837440862842
1JAA,0.614837440862842
1JAR,0.614837440862842
1JC8,0.614837440862842
1JCP,0.614837440862842
1JD8,0.614837440862842
1JDK,0.614837440862842
1JYT,0.614837440862842
2N9T,0.6147747273081023
2LUG,0.6147394266886304
2LHH,0.6144311173710685
2JP8,0.6130326697535241
5A4H,0.6127817724324661
2N8J,0.6126780687811235
1VM2,0.6119096014495409
1JRJ,0.6117821485413861
1CV9,0.6112417344181386
8HZW,0.6112417344181386
5XBD,0.6110875151062083
6KN2,0.6110875151062083
6KN3,0.6110875151062083
6KNO,0.6110875151062083
6KNP,0.6110875151062083
2L27,0.6108299800618309
2EJY,0.6104624915616865
1JEG,0.6104180963992247
6CJ8,0.610386157743512
6COO,0.610386157743512
6COP,0.610386157743512
6COQ,0.610386157743512
6COR,0.610386157743512
6COS,0.610386157743512
6COT,0.610386157743512
6COU,0.610386157743512
6COV,0.610386157743512
6COW,0.610386157743512
2MSF,0.6099971612957285
7CSS,0.6093438196718499
1KCN,0.608569274944241
7JYN,0.608569274944241
6EE9,0.6080573082066484
1VM3,0.6077122327982323
1JBF,0.607695509183635
1ILQ,0.6076768459745614
6FGM,0.6076768459745614
1BYM,0.6061244376576836
1A0N,0.6061059037549084
2K8X,0.6050741256976183
2K9E,0.6047898242494654
2MUG,0.6047320674361656
2N16,0.6046622420350122
1AZG,0.6041665678910221
1KCO,0.6021958105966166
2ND6,0.6017694877306857
2ND7,0.6017694877306857
2ND8,0.6017694877306857
5U3H,0.6009107430517476
2MUH,0.6007118915158086
1VM4,0.6000509208203226
4B19,0.5996199860297475
5IPO,0.599356847712438
5JYH,0.599356847712438
5KVN,0.5992488338511476
5KWO,0.5992488338511476
5KWP,0.5992488338511476
5KWX,0.5992488338511476
5KWZ,0.5992488338511476
5KX0,0.5992488338511476
5KX1,0.5992488338511476
5KX2,0.5992488338511476
1RJI,0.5991625434479939
7PQW,0.5989945745663304
2ORU,0.5983932140744217
1GUW,0.5981637384968039
2LMK,0.5978940917624733
2L6G,0.5978613341668705
6J9P,0.5978613341668705
7ZRO,0.5978613341668705
1G26,0.5977356053426949
2KBS,0.5969074847054355
1CZ6,0.5965064627718978
6O3S,0.5955844657619767
1F95,0.5954661936010106
1F96,0.5954661936010106
2MJQ,0.5951483587194643
2MOA,0.5951483587194643
6F7O,0.5951483587194643
2N0X,0.5945635925358542
2K7L,0.5944538976926843
2MF3,0.5942267496284384
2M5Z,0.5940236094336013
2M60,0.5940236094336013
2LZO,0.5938742606589121
1D9J,0.5932915202739777
1D9L,0.5932915202739777
1D9M,0.5932915202739777
1FHR,0.5932915202739777
6PX7,0.5932839774065691
6PX8,0.5932839774065691
1FWO,0.5930526915407733
2N0N,0.592975193965913
5UI6,0.5929322642748335
5UI7,0.5929322642748335
2KXQ,0.5918186353306358
2KBR,0.5910002126657589
2K9O,0.590782547063398
1GEA,0.5902127373083067
7M1D,0.5902127373083067
7M1E,0.5902127373083067
1NPQ,0.589987959859532
6VL2,0.5898158100742192
1YL8,0.589815335951125
1YL9,0.589815335951125
1LUP,0.589581765674057
1TYK,0.589581765674057
1I16,0.5894317272657761
1E9K,0.5890883328392397
1QVX,0.5874526512661715
5GVO,0.5873897222009345
2HUG,0.5869180559263534
1EWS,0.5859648529964105
6K4V,0.5853480188507894
2JMC,0.5842333985583037
2M01,0.5838847887777304
2RUH,0.5838847887777304
1JSP,0.5835733761090063
2RPS,0.5834995853147009
2MU8,0.5831278297067083
5X0S,0.5830422289371462
1IDI,0.5827055153360287
1IDL,0.5827055153360287
1PG1,0.5821263308743011
2MYQ,0.5821263308743011
1QFB,0.582118507843246
1OM2,0.5812264667924616
5FZV,0.581106836915362
5FZW,0.581106836915362
5FZX,0.581106836915362
6MK4,0.5810485413258188
6MK5,0.5810485413258188
1D9O,0.5810107407845772
1D9P,0.5810107407845772
1Y7N,0.5809154851447321
2M41,0.5804208885532289
2MLP,0.5786347806529848
1Y49,0.5784666824650229
1YWI,0.5784666824650229
2MMM,0.577641492770528
2A4J,0.577186550110544
7RM8,0.5764249360127782
1HLL,0.5762882161532359
1HOF,0.5762882161532359
1MV4,0.5762882161532359
2MZX,0.5754522078317722
2MMT,0.5747633931800238
1OHM,0.5743987925205444
6AZA,0.5743534060097947
2JNC,0.5742487972143631
2JND,0.5742487972143631
1KMR,0.5736072440146917
2MAI,0.5722008009576942
2M1A,0.5705425338844999
2JYO,0.5702139234780843
2RPV,0.57008478958805
1M0V,0.5700698762616307
1L3Q,0.5696308813784534
6QAX,0.5696308813784534
6QB0,0.5696308813784534
6QB1,0.5696308813784534
2MDB,0.5690965877533316
2RTV,0.5690965877533316
7SAG,0.5690965877533316
2KSG,0.5690368051413563
2M38,0.5684499269548721
5XER,0.5683564385011055
5XES,0.5683564385011055
2RR4,0.568266505970546
1PXQ,0.5681039033002674
2LQA,0.5679427445503215
5NIQ,0.5677337424699554
5XDJ,0.5677054243905988
7RUL,0.5663944740349935
2MWL,0.5663641301569615
7M3U,0.5663641301569615
6OKY,0.5662270223785238
1HOD,0.5656815653096373
2NDK,0.5656069986775414
1JM4,0.5647804297158632
2ROQ,0.5642937208085643
6FS4,0.5633951928918086
6FS5,0.5633951928918086
2KUP,0.5629976622283286
2KUQ,0.5629976622283286
2YS5,0.5629976622283286
2YT2,0.5629976622283286
1AZE,0.5622521467647177
1K9Q,0.5619952151497328
1K9R,0.5619952151497328
2RLY,0.5616901384896317
2MLJ,0.5611436469703578
8GVN,0.5611436469703578
2NCT,0.5610646839241151
2LPC,0.5610205473742502
7JPM,0.5610205473742502
5XM4,0.5609504202584006
1U6U,0.5609025769279806
1U6V,0.5609025769279806
6E86,0.5607783566772867
6O7G,0.5607783566772867
7TV5,0.5607396078898566
1DTC,0.5607371510701863
2DTB,0.5607371510701863
2K20,0.5607371510701863
2MM5,0.5607371510701863
2MM6,0.5607371510701863
2NAY,0.5607371510701863
2RLK,0.5601898837131217
2NCS,0.5577521151708787
6BNH,0.5574410904210497
1HO9,0.5564285790022261
1A13,0.5563342716085695
1LMM,0.5553090450704
2HFR,0.5547471661016126
7CCN,0.5547226410070099
7CCO,0.5547226410070099
1CE4,0.5543367479103887
1L2Z,0.554065118479482
2MWO,0.553881115616813
2MWP,0.553881115616813
6MK8,0.5510248687907439
2JUP,0.5508763820580442
2RM0,0.5508763820580442
2KXA,0.5503895869465464
1LFC,0.5500501579131619
6VXW,0.5500501579131619
2LQP,0.5500121849635222
1V6R,0.5497187889723796
5WRX,0.5490841536596742
5MGQ,0.5475076512691888
5MF9,0.5471679636232073
6T33,0.5463517822675032
1MPV,0.5451175105468682
2LQC,0.5447804090268554
1NXN,0.5447333846363257
2N5Q,0.5445570108452641
1V4Q,0.5444671429678537
2DJ9,0.5444671429678537
2DJC,0.5444671429678537
7V5F,0.5444671429678537
1V28,0.5438689289292068
2MD0,0.5436607026866315
6GBE,0.5414665472106347
6ZXP,0.5408557042568409
1O0P,0.5405250680517497
1OPI,0.5405250680517497
2LYD,0.5396270789112375
2KOE,0.5383370330738788
6OBW,0.5366957051257792
6OC2,0.5366957051257792
6OC4,0.5366957051257792
6OLD,0.5366957051257792
6V1N,0.5366957051257792
2N6Y,0.536682860700135
2N6Z,0.536682860700135
6Q08,0.5363985161498825
1L0M,0.536325156376572
2MCR,0.536172574944422
5J8H,0.5348871410317074
7YFS,0.5348871410317074
2M2Q,0.5344778865971694
2M2R,0.5344778865971694
2PKU,0.5344778865971694
7Y0I,0.5333080525152533
2JPJ,0.5327753105657125
2JPK,0.5327753105657125
2JPL,0.5327753105657125
2JPM,0.5327753105657125
2N6B,0.5327753105657125
1QGM,0.5310054952590708
2LGF,0.5309937283859134
6A5J,0.530381290654439
5XNG,0.5302981036024476
5XRX,0.5302981036024476
7OSD,0.5297319575258119
2JT9,0.5294835601265236
2MXQ,0.5294835601265236
5X3L,0.5294835601265236
2D56,0.5289103884076731
2LS1,0.5289103884076731
2JO9,0.5262147400042568
1OPP,0.5258199247730437
2LL6,0.5258199247730437
2MSR,0.5239585606071121
1EGT,0.5238457193106802
2K61,0.5235673659522552
6TT6,0.5231100957788993
7QCY,0.5230801182687128
7RAP,0.5230440202604005
2L3R,0.522901869536324
2LCT,0.5226164905356842
7CLV,0.5219881481295026
6HVB,0.5217407420785022
6HVC,0.5217407420785022
1EGS,0.52074624733726
2NBC,0.5203506131661569
5SXY,0.5201679464685718
1R3B,0.5197900703624533
5H1H,0.5191887098705446
5H1I,0.5191887098705446
1BH7,0.5191718138475495
2KNE,0.5191718138475495
1PSV,0.5189227268146696
2LL7,0.5189227268146696
2LX4,0.5189227268146696
2I2H,0.5184283888357631
